ticker,active,type,market_cap,primary_exchange,sic_description,list_date,name,description,total_employees,share_class_shares_outstanding,weighted_shares_outstanding
BE,True,CS,4684002053.91,XNYS,ELECTRICAL INDUSTRIAL APPARATUS,2018-07-25,Bloom Energy Corporation,"Bloom Energy designs, manufactures, sells, and installs solid-oxide fuel cell systems (""Energy Servers"") for on-site power generation. Bloom Energy Servers are fuel-flexible and can use natural gas, biogas, and hydrogen to create 24/7 electricity for stationary applications. In 2021, the company announced plans to leverage its technology and enter the electrolyzer market. Bloom primarily sells its systems in the United States and internationally.",2127.0,230510000,230398527
AGO,True,CS,4591401643.400001,XNYS,SURETY INSURANCE,2004-04-23,"Assured Guaranty, LTD","Assured Guaranty Ltd. provides credit protection products to the United States and international public finance and structured finance markets, and manages assets across collateralized loan obligations as well as opportunity funds and liquid funds that build on its corporate credit, asset-based finance, municipal and healthcare experience. The company is operating in two segments Insurance segment and the Asset Management segment. The majority of the revenue earned by the company from the Insurance segment.",350.0,52640000,52635580
ALGM,True,CS,4577348295.5199995,XNAS,SEMICONDUCTORS & RELATED DEVICES,2020-10-29,"Allegro MicroSystems, Inc. Common Stock","Allegro Microsystems Inc is a designer, developer, fabless manufacturer, and marketer of sensor ICs and application-specific analog power ICs for automotive and industrial markets. Its Sensor IC allows customers to precisely measure motion, speed, position, and current, and Power ICs include high-temperature and high-voltage capable motor drivers, power management, and LED driver ICs. Its products are divided into three categories such as SENSE which includes Current Sensors, Switches and Latches, and Interface ICs among others; REGULATE which includes Regulators, ClearPower Modules, and LED Drivers; and DRIVE which includes BLDC Drivers, Brush DC, and others. Key revenue for the company is generated from Greater China and the rest from the United States, Japan, Europe, and other regions.",4593.0,184130000,184125032
CBT,True,CS,4546088411.849999,XNYS,MISCELLANEOUS CHEMICAL PRODUCTS,1968-08-23,Cabot Corporation,"Cabot Corp manufactures and sells a variety of chemicals, materials, and chemical-based products. The company organizes itself into two segments based on the product type. The reinforcement materials segment, which generates more revenue than any other segment, sells rubber-grade carbon black products used in hoses and belts in automobiles. The performance chemicals segment sells ink-jet colorants and metal oxides used in the automotive and construction industries.",4300.0,55260000,55258155
AMKR,True,CS,4513348398.0,XNAS,SEMICONDUCTORS & RELATED DEVICES,1998-05-01,Amkor Technology Inc,"Amkor Technology Inc is a provider of outsourced semiconductor packaging and test services to integrated device manufacturers, fabless semiconductor companies, and contract foundries. The firm's products are organized into two categories namely advanced products that include flip chip, fine pitch bumping, wafer-level processing, advanced SiPs, power modules, and others, and Mainstream products that includes wirebond packaging and testing. The company derives maximum revenue from the advanced products category. The company derives majority of its revenue from Foreign states.",28700.0,246630000,246631060
DY,True,CS,4476917096.299999,XNYS,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",1990-09-24,"Dycom Industries, Inc.","Dycom Industries Inc is a provider of specialty contracting services to the telecommunications infrastructure and utility industries. its operating companies supply telecommunications providers with a comprehensive portfolio of specialty services, including program management; planning; engineering and design; aerial, underground, and wireless construction; maintenance; and fulfillment services and provides underground facility locating services for various utilities, including telecommunications providers, and other construction and maintenance services for electric and gas utilities. It also provides a range of construction, maintenance, and installation services, including the placement and splicing of fiber, copper, and coaxial cables. The company operates throughout the United States.",15611.0,29090000,29091670
BOX,True,CS,4471844182.2,XNYS,SERVICES-PREPACKAGED SOFTWARE,2015-01-23,"BOX, INC.","Box is a cloud-based content services platform that provides cloud-based storage and workflow collaboration services for enterprise customers. The firm was founded in 2005 as a file-sync and sharing provider. More recently, however, the company has focused on bolstering its product portfolio by adding tools such as governance and e-signature to enhance workflow management and collaboration.",2810.0,143790000,143789202
CALM,True,CS,4463672364.55,XNAS,,1996-12-12,Cal-Maine Foods Inc,"Cal-Maine Foods Inc produces and sells shell eggs. Its main market is the United States. The company's product portfolio contains nutritionally enhanced, cage-free, organic, and brown eggs. Cal-Maine Foods markets the shell eggs to a diverse group of customers, including grocery-store chains, club stores, and food service distributors. The company's brands are Egg-Land's, Land O' Lakes, Farmhouse, and 4-Grain. The Company has one reportable operating segment, which is the production, grading, packaging, marketing and distribution of shell eggs.",3067.0,44250000,49045955
BGC,True,CS,4432870814.58,XNAS,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",1999-12-10,"BGC Group, Inc. Class A Common Stock","BGC Group Inc is a brokerage and financial technology company that serves financial markets, energy, and commodities markets. Its service and product offerings include brokerage for a wide range of financial products, including fixed income, equities, commodities, derivatives, and real estate, software solutions for trading platforms, clearing, trade execution, and other back-office services. Its clients mostly include banks, financial institutions, and corporate clients. BGC operates in one reportable segment, which is providing brokerage services. Geographically, the company generates a majority of its revenue from Europe, Middle East and Africa (EMEA), followed by the Americas and the Asia-Pacific region.",4011.0,373430000,482883531
AMTM,True,CS,4396503261.93,XNYS,"SERVICES-BUSINESS SERVICES, NEC",2024-09-24,"Amentum Holdings, Inc.","Amentum Holdings Inc is engaged in engineering and technology solutions. The United States and its allies trust it to address their technical and complex scientific, security, and sustainability challenges.",53000.0,243300000,243303999
BKH,True,CS,4327350974.190001,XNYS,ELECTRIC SERVICES,1980-07-09,Black Hills Corporation,"Black Hills Corp is a U.S.-based energy company that operates through its Electric Utilities and Gas Utilities segment. These segments operate in states in the Midwest and mountain regions in the U.S. The company's customers include residential, commercial, industrial, and municipal consumers. These customers are residential. Black Hills derives the majority of its revenue from its utility business group, specifically from gas utilities.",2841.0,72090000,72086473
BIPC,True,CS,4295528015.940001,XNYS,,2020-03-19,Brookfield Infrastructure Corporation Class A Exchangeable Subordinate Voting Shares,"Brookfield Infrastructure Corp is an indirect subsidiary of the partnership of the diversified infrastructure owner and operators. Its business is comprised of a U.K. regulated distribution operation, a Brazilian regulated natural gas transmission operation and an international intermodal logistics operation. Geographically, the company generates a majority of its revenue from Brazil and rest from United Kingdom and the United States.",250000.0,119020000,119022666
ABG,True,CS,4286047171.99,XNYS,RETAIL-AUTO DEALERS & GASOLINE STATIONS,2002-03-13,"Asbury Automotive Group, Inc.","Asbury Automotive Group is a regional collection of automobile dealerships that went public in March 2002. The company operates 152 new-vehicle stores and 37 collision centers. Over 70% of new-vehicle revenue is from luxury and import brands. Asbury also offers third-party financing and insurance products and its own F&I products via Total Care Auto. Asbury operates in 14 states (mostly Texas, the West, the Mid-Atlantic, and the Southeast). Asbury store brands include McDavid and Park Place in Texas, Koons in the Washington, D.C. area, and the Larry H. Miller brand in the Western US. Asbury generated $17.2 billion of revenue in 2024 and is based in the Atlanta area. The firm targets at least $30 billion of revenue sometime around 2030.",15000.0,19650000,19645447
AB,True,CS,4241048723.7299995,XNYS,INVESTMENT ADVICE,1992-03-09,"AllianceBernstein Holding, L.P.","AllianceBernstein provides investment management services to institutional (42% of assets under management), retail (41%), and private (17%) clients through products that includes mutual funds, hedge funds, and separately managed accounts. At the end of October 2024, AB had $793 billion in managed assets, composed primarily of fixed-income (37% of AUM) and equity (42%) strategies, with other investments (made up of asset allocation services and certain other alternative investments) accounting for the remainder.",4341.0,110530000,110530329
SEE,True,CS,4225080992.0,XNYS,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",1979-05-31,Sealed Air Corp.,"Sealed Air is organized via two reporting segments. Food care includes food packaging products like Cryovac, Darfresh, and OptiDure aimed primarily at meats. Product care includes Sealed Air's Bubble Wrap, Instapak, Jiffy mailers, and shrink film packaging systems that cater to industrial and e-commerce applications.",17000.0,145670000,145692448
EXPO,True,CS,4171583405.25,XNAS,SERVICES-MANAGEMENT CONSULTING SERVICES,1985-04-25,Exponent Inc,"Exponent Inc provides engineering and scientific consulting services on a project-by-project basis. The company's consultant team is composed of scientists, physicians, engineers, as well as business and regulatory consultants. The company currently operates through two segments. The engineering and other scientific segments, which accounts for the majority of revenue, provides servicing encompassing biomechanics, biomedical engineering, buildings and structures, civil engineering, construction consulting, etc. The environmental and health segment covers chemical regulation and food safety, ecological and biological sciences, environmental and earth sciences and others. The company generates almost all of its revenues from America.",1320.0,50730000,50730675
AROC,True,CS,4132213923.0800004,XNYS,NATURAL GAS TRANSMISSION,2007-08-21,Archrock Inc,"Archrock Inc is an energy infrastructure company with focus on midstream natural gas compression and a commitment to helping customers produce, compress and transport natural gas. It has two business segments, Contract Operations, and Aftermarket Services. Under the umbrella of contract operations services, the company provides operations to meet customers' natural gas compression needs. Services include designing, owning, installing, operating, and maintaining equipment. Aftermarket Services business provides a full range of services to support the compression needs of customers that own compression equipment, including operations, maintenance, overhaul and reconfiguration services and sales of parts and components. It generates maximum revenue from the Contract Operations segment.",1100.0,156290000,156286457
CTRE,True,CS,4114181230.2400002,XNYS,REAL ESTATE INVESTMENT TRUSTS,2014-05-29,"CareTrust REIT, Inc","CareTrust REIT Inc is a self-administered, publicly-traded REIT engaged in the ownership, acquisition, financing, development and leasing of skilled nursing, seniors housing and other healthcare-related properties. The Company has one reportable segment consisting of investments in healthcare-related real estate assets. It generates revenues by leasing healthcare-related properties to healthcare operators in triple-net lease arrangements. The Company generate revenues by leasing healthcare-related properties to healthcare operators in triple-net lease arrangements, under which the tenant is solely responsible for the costs related to the property (including property taxes, insurance, maintenance and repair costs and capital expenditures).",17.0,142060000,142064269
AVT,True,CS,4082150280.7799997,XNAS,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",1960-12-30,"Avnet, Inc.","Avnet Inc is a global distributor of electronic components, connecting suppliers of semiconductors and other components to a base of 2.1 million small- and mid-sized customers in 140 countries. Avnet is the third largest semiconductor distributor in the world, and the largest for European chip distribution. Avnet services all levels of electronics design and development, servicing engineers with design tools, test kits, and services alongside its high-volume distribution for final designs.",15462.0,86510000,86504562
BDC,True,CS,4062778757.1,XNYS,DRAWING & INSULATING OF NONFERROUS WIRE,1993-11-24,Belden Inc.,"Belden Inc provides signal transmission products to distributors, end-users, installers, and original equipment manufacturers. The firm operates in two segments - Smart Infrastructure Solutions and Automation Solutions. Smart Infrastructure Solutions segment is a provider in network infrastructure and broadband solutions, as well as cabling and connectivity solutions for commercial audio/video and security applications. Automation Solutions segment provides network infrastructure and digitization solutions to enable customers to make data-based business decisions. It operates in Americas, EMEA and APAC, out of which maximum revenue from Americas.",7500.0,40270000,40269390
NNI,True,CS,4051756436.92,XNYS,PERSONAL CREDIT INSTITUTIONS,2003-12-11,"Nelnet, Inc. Class A","Nelnet Inc is a United States based company engaged in these four reportable segments; Loan Servicing and Systems focuses on student and consumer loan origination services and servicing, loan origination and servicing-related technology solutions, and outsourcing business services; Education Technology Services and Payments segment provides education services, payment technology, and community management solutions for K-12 schools, institutions, churches, and businesses; Asset Generation and Management segment includes the acquisition and management of student and other loan assets; and Nelnet Bank focuses on the private education and unsecured consumer loan markets. Maximum revenue for the company is generated from its Education Technology Services and Payments segment.",6739.0,25630000,36293053
CBZ,True,CS,4030270171.83,XNYS,"SERVICES-BUSINESS SERVICES, NEC",1995-04-26,"CBIZ, Inc.","CBIZ Inc through its subsidiaries provides professional services advisors to middle-market businesses and organizations nationwide. Its business units have been aggregated into three practice groups: Financial Services, Benefits and Insurance Services, and National Practices. The company provides its services to various industries such as Banking & Financial Services, Commercial Real Estate, Construction, Health Care Manufacturing & Distribution NFP & Education, Private Client Services, Professional Services, Public Sector, and Technology & Life Sciences. It derives the majority of its revenues from the Financial Services segment and geographically from the United States.",6700.0,53760000,53758439
FIVE,True,CS,4029613005.6000004,XNAS,RETAIL-VARIETY STORES,2012-07-19,"Five Below, Inc. Common Stock",Five Below Inc is a specialty value retailer offering merchandise targeted at the tween and teen demographic. The Company's edited assortment of products includes select brands and licensed merchandise. It derives revenue from sales of the Company's merchandise to customers.,23200.0,55050000,55049358
JWN,True,CS,4001656000.0,XNYS,RETAIL-FAMILY CLOTHING STORES,1986-07-09,"Nordstrom, Inc.","Nordstrom is a fashion retailer that operates about 93 department stores and approximately 260 off-price Nordstrom Rack stores. The company also operates both full- and off-price e-commerce sites, two clearance stores, and seven Local locations. Nordstrom's largest merchandise categories are women's apparel (27% of 2023 sales), shoes (26% of 2023 sales), men's apparel (15% of 2023 sales), and beauty (13% of 2023 sales). Nordstrom, which traces its history to a shoe store opened in Seattle in 1901, continues to be partially owned and managed by members of the eponymous family.",54000.0,163260000,163600000
AQN,True,CS,3983078148.03,XNYS,,2009-11-10,Algonquin Power & Utilities Corp,"Algonquin Power & Utilities Corp is a Canada-based diversified international generation, transmission, and distribution company. The company's operations are organized across two business units consisting of the Regulated Services Group, which owns and operates a portfolio of regulated electric, water distribution and wastewater collection, and natural gas utility systems and transmission operations in the United States, Canada, Bermuda, and Chile; and the Hydro Group, which consists of hydroelectric-generating facilities located in Canada. It generates the majority of its revenue from the Regulated Services Group segment.",3786.0,767450000,767452437
ABCB,True,CS,3943126887.8100004,XNYS,STATE COMMERCIAL BANKS,1994-05-19,Ameris Bancorp,"Ameris Bancorp is a bank holding company that operates through Ameris Bank, its subsidiary. The company operates branches in Georgia, Alabama, Florida, and South Carolina. It offers traditional banking services such as business banking, personal banking, checking, savings, mobile banking, and others. The bank is organized into four segments: the Banking Division, the Retail Mortgage Division, the Warehouse Lending Division and the Premium Finance Division. The company generates majority of its revenue from the banking division. Ameris intends to acquire banks in its geographic region to increase its market share and expand beyond its current market.",2691.0,69070000,69068609
ACHR,True,CS,3938334116.64,XNYS,AIRCRAFT,2021-09-17,Archer Aviation Inc.,"Archer Aviation Inc advances the benefits of sustainable air mobility. The company is engaged in designing and developing a fully electric vertical takeoff and landing eVTOL aircraft for use in UAM networks. It is creating an electric airline that moves people throughout cities in a quick, safe, sustainable, and cost-effective manner.",1148.0,542470000,542470264
TSEM,True,CS,3932863039.65,XNAS,,1994-10-25,Tower Semiconductor Ltd,"Tower Semiconductor Ltd is a pure-play specialty foundry that manufactures semiconductors. As a pure-play foundry, it focuses on producing integrated circuits (ICs), based on the design specifications of customers. The company's line of integrated circuits is incorporated into a range of products and markets, including consumer electronics, personal computers, communications, automotive, and industrial and medical device products. Tower produces ICs alongside wholly-owned subsidiaries through fabrication facilities located in Japan. As a complement to its technology offerings, Tower offers services that enable a quick and accurate design cycle. To further assist customers with design and technical support, an integrated team helps clients through the manufacturing cycle.",5215.0,111000000,111003755
CPA,True,CS,3925246695.92,XNYS,,2005-12-15,"Copa Holdings, S.A.","Copa Holdings SA is a provider of airline passenger and cargo services through its subsidiaries. The company operates through the air transportation segment. It offers international air transportation for passengers, cargo, and mail, operating from its Panama City hub in the Republic of Panama and domestic and international air transportation for passengers, cargo and mail with a point-to-point route network through Copa Colombia a Colombian air carrier. The company's geographical segments are North America, South America, Central America, and the Caribbean. It derives the maximum revenue from North America.",7625.0,31090000,41686987
TNET,True,CS,3919480062.1400003,XNYS,"SERVICES-BUSINESS SERVICES, NEC",2014-03-27,"TRINET GROUP, INC.","TriNet offers outsourced payroll and human capital management solutions for small and midsize businesses via a professional employer organization model. Under the PEO model, TriNet enters a co-employment arrangement and acts as the employer of record for administrative and regulatory purposes for clients' employees, known as worksite employees. Clients leverage the scale and expertise of TriNet to access competitive employee benefits, share employment risk liability, access compliance support, and outsource mission-critical day-to-day HR functions such as payroll and tax administration. Following the acquisition of Zenefits and Clarus R+D in 2022, TriNet derives the minority of its revenue from self-service HCM software and R&D tax credit services.",5400.0,49580000,49576019
PIPR,True,CS,3918477986.26,XNYS,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",2003-12-19,Piper Sandler Companies,"Piper Sandler Cos is an investment banking company. Investment banking services include financial advisory services, management of and participation in underwriting, and public finance activities. It generates maximum revenue from Advisory services followed by Equity financing. The company focuses on the following sectors: healthcare; energy; consumer; diversified industrials and services; business services; technology; financial services; agriculture, clean technologies, and renewables, focusing on middle-market clients.",1725.0,17700000,15832874
IBOC,True,CS,3902176857.6,XNAS,STATE COMMERCIAL BANKS,1996-05-30,International Bancshares Corp,"International Bancshares Corp is a multibank financial holding company. The company provides commercial and retail banking services in Texas and Oklahoma. The services provided by the bank include checking, savings, bank cards, lending, insurance, mortgage, investments, and other services.",2292.0,62220000,62215830
ACA,True,CS,3900618399.37,XNYS,FABRICATED STRUCTURAL METAL PRODUCTS,2018-10-16,"Arcosa, Inc. Common Stock","Arcosa Inc is a manufacturer and producer of infrastructure-related products and services. It operates in three segments: Construction Products, Engineered Structures, and Transportation Products. The Construction Products segment produces and sells construction aggregates and manufactures and sells trench shields and shoring products and services for infrastructure-related projects. The Transportation Products segment manufactures and sells products for the inland waterway and rail transportation industries. The Engineered Structures segment manufactures and sells products for energy-related businesses, including structural wind towers, telecommunication structures, steel utility structures for electricity transmission and distribution, and storage and distribution containers.",6250.0,48780000,48776021
BRZE,True,CS,3881718749.04,XNAS,SERVICES-PREPACKAGED SOFTWARE,2021-11-17,"Braze, Inc. Class A Common Stock","Braze Inc is a customer engagement platform that powers customer-centric interactions between consumers and brands. The company provides solutions for Retail & E-commerce, Media & Entertainment, Financial Services, and Travel & Hospitality related industries. The company offers a single, vertically integrated platform that encompasses the various functionalities, or layers, required for modern customer engagement: data ingestion, classification, orchestration, personalization, and action, all of which is supported by Sage AI by Braze, its AI engine designed to power AI functionality across all layers of this stack. It generates a majority of its revenue from the United States.",1548.0,87470000,103484904
BCC,True,CS,3880814698.5,XNYS,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,2013-02-06,Boise Cascade Company,"Boise Cascade Co is a producer of engineered wood products (EWP) and plywood. The firm operates in two segments namely Wood Products and Building Materials Distribution. Wood Products segment manufactures EWP, consisting of laminated veneer lumber (LVL), I-joists, and laminated beams. The Building Materials Distribution segment is engaged in the wholesale of building materials. It distributes products such as plywood, OSB, and lumber items such as siding, doors, metal products, insulation, and roofing, EWP and others. The company generates a majority of its revenue from the Building Material Distribution segment.",7310.0,39480000,39479295
ANF,True,CS,3857036796.7299995,XNYS,RETAIL-FAMILY CLOTHING STORES,1996-09-26,Abercrombie & Fitch Co.,"Abercrombie & Fitch Co is a specialty retailer that sells casual clothing, personal-care products, and accessories for men, women, and children. It sells direct to consumers through its stores and websites, which include the Abercrombie & Fitch, Abercrombie kids, and Hollister brands. Most stores are in the United States, but the company does have many stores in Canada, Europe, and Asia. All stores are leased. Abercrombie ships to well over 100 countries via its websites. The company sources its merchandise from dozens of vendors that are primarily located in Asia and Central America. Abercrombie has two distribution centers in Ohio to support its North American operations. It uses third-party distributors for sales in Europe and Asia.",31700.0,50370000,50372689
PRGO,True,CS,3829028877.2,XNYS,PHARMACEUTICAL PREPARATIONS,1991-12-16,PERRIGO COMPANY PLC,"Perrigo is one of the largest consumer health companies in the world. Since 2018, Perrigo divested its animal health and generic pharmaceuticals businesses to solely focus on consumer self-care. In North America (two thirds of total sales), the firm's product mix is anchored in private-label consumer health goods, which are sold to major retailers like Walmart, Amazon, Costco, and CVS. Perrigo also plays in Europe, Australia, and parts of Asia where it primarily generates revenue through its national brands, including Compeed, Solpadeine, Coldrex, and ellaOne.",8379.0,136460000,136458620
ATGE,True,CS,3804737713.6,XNYS,SERVICES-EDUCATIONAL SERVICES,1995-11-14,Adtalem Global Education Inc. Common Shares,Adtalem Global Education Inc is an American for-profit educational company that operates various university and educational programs. The company has three segments namely Chamberlain; Walden; and Medical and Veterinary. It derives maximum revenue from Chamberlain segment.,4851.0,37270000,37264816
ALE,True,CS,3804684763.6299996,XNYS,ELECTRIC & OTHER SERVICES COMBINED,1998-05-27,"ALLETE, Inc.","ALLETE Inc provides competitively-priced energy in America's Upper Midwest region and invests in transmission infrastructure and other energy-centric businesses. The company has two reportable segments. The first segment is Regulated Operations, which includes the company's regulated utilities, Minnesota Power and SWL&P, as well as its investment in ATC. ATC is a regulated utility based in Wisconsin that owns and maintains electric transmission assets in parts of Wisconsin, Michigan, Minnesota, and Illinois. The second segment is ALLETE Clean Energy, which focuses on developing, acquiring, and operating clean and renewable energy projects.",1616.0,57960000,57901153
ACLX,True,CS,3733995055.5199995,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2022-02-04,"Arcellx, Inc. Common Stock","Arcellx Inc a clinical-stage biotechnology company reimagining cell therapy through the development of immunotherapies for patients with cancer and other incurable diseases. Its pipeline includes Multiple Myeloma, Acute Myeloid Leukemia, Non-Oncology, and Solid Tumors.",163.0,54940000,54944012
MARA,True,CS,3672098536.34,XNAS,FINANCE SERVICES,2011-03-09,"MARA Holdings, Inc. Common Stock","MARA Holdings Inc leverages digital asset compute to support the energy transformation. It secures the blockchain ledger and supports the energy transformation by converting clean, stranded, or underutilized energy into economic value.",109.0,321830000,294474622
AX,True,CS,3627466180.28,XNYS,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",2005-03-15,"Axos Financial, Inc. Common Stock","Axos Financial Inc is a bank holding company that operates through its bank subsidiary, BofI Federal Bank, a nationwide bank that provides financing for single and multifamily residential properties, small to medium-size businesses in certain sectors, and selected specialty finance receivables. Its operating segments are banking business segment and securities business segment . The bank distributed its products through a wide range of retail distribution channels, including only banking brands, affinity groups, and sales teams, among others. The majority of the bank's mortgage exposure is titled toward the state of California, particularly its southern region. Net interest income is a majority of the bank's revenue.",1781.0,57100000,57098476
SKT,True,CS,3599918405.1200004,XNYS,REAL ESTATE INVESTMENT TRUSTS,1993-06-04,Tanger Inc.,Tanger Inc is a leading owner and operator of outlet and open-air retail shopping destinations. Tanger's portfolio of 38 outlet centers and one open-air lifestyle center comprises over 15 million square feet well positioned across tourist destinations and vibrant markets in U.S. states and Canada.,407.0,109350000,109353536
AEIS,True,CS,3591798895.2,XNAS,"ELECTRONIC COMPONENTS, NEC",1995-11-17,Advanced Energy Industries Inc,"Advanced Energy Industries Inc provides precision power-conversion measurement and control solutions that transform power into various forms for use in manufacturing and industrial equipment and applications. The firm serves original equipment manufacturers and end customers in the semiconductor, flat panel display, solar panel, and other industrial capital equipment markets. Products include thin-film power-conversion systems, which control and modify raw electrical power into a customizable, predictable power source, and power control modules, which control and measure temperature during manufacturing cycles. A majority of the firm's revenue is generated in United States, with the rest from Mexico, Taiwan, China and All others.",10000.0,37720000,37888174
BC,True,CS,3525383509.6200004,XNYS,ENGINES & TURBINES,1925-01-15,Brunswick Corporation,"Brunswick is a leading manufacturer in the marine recreation industry. The firm has more than 60 brands delivering products across propulsion (outboard, sterndrive, and inboard engines, propulsion-related controls, rigging, and propellers), parts, accessories, and technology, and boats (including well-known brands like Boston Whaler and Sea Ray). It also owns numerous Freedom Boat Club locations as well as Boateka, which facilitates transactions in the used-boat market. Brunswick's focus surrounds building the innovative marine and recreational experiences, technologies, and connections supported by quality and innovation.",15000.0,65910000,65907338
ALHC,True,CS,3510531675.6,XNAS,HOSPITAL & MEDICAL SERVICE PLANS,2021-03-26,"Alignment Healthcare, Inc. Common Stock","Alignment Healthcare Inc is a next-generation, consumer-centric platform that is revolutionizing the healthcare experience for seniors through Medicare Advantage plans. These plans are marketed and sold direct-to-consumer, allowing seniors to select the manner in which customers receive healthcare coverage and services on an annual basis. The company combines a technology platform and clinical model for more effective health outcomes.",1679.0,191830000,191832332
ASAN,True,CS,3468156431.52,XNYS,SERVICES-PREPACKAGED SOFTWARE,2020-09-30,"Asana, Inc. Class A Common Stock","Asana is a provider of collaborative work management software delivered via a cloud-based SaaS model. The firm's solution offers scalable, dynamic tools to improve the efficiency of project and process management across countless use cases, including marketing programs, managing IT approvals, and performance management. Asana's offering supports workflow management across teams, provides real time visibility into projects, and reporting and automation capabilities. The firm generates revenue via software subscriptions on a per seat basis.",1819.0,147660000,233075029
FHI,True,CS,3424428733.4399996,XNYS,INVESTMENT ADVICE,1998-05-14,"Federated Hermes, Inc.","ederated provides asset management services for institutional and individual investors. The company had $757.6 billion in managed assets at the end of December 2023, composed of equity (10%), multi-asset (less than 1%), fixed-income (13%), alternative (3%), and money market (74%) funds. That said, the firm's cash-management operations are expected to generate around 46% of Federated's revenue this year, compared with 29%, 13%, and 11%, respectively, for the firm's equity, fixed-income, and alternatives/multi-asset operations. From a channel perspective, the company's products are distributed via trust banks, wealth managers and retail broker/dealers (63% of AUM), institutional investors (28%), and international clients (9%).",2025.0,84150000,84158976
ARLP,True,CS,3423891119.84,XNAS,BITUMINOUS COAL & LIGNITE SURFACE MINING,1999-08-17,Alliance Resource Partners LP,"Alliance Resource Partners LP operates as a coal mining company based in the United States. It has four segments: Illinois Basin, Appalachia, Oil & Gas Royalties and Coal Royalties. The Illinois Basin comprises underground mining complexes in Illinois, Indiana, Kentucky, Maryland and West Virginia. The Appalachia segment comprises the Mettiki mining complex, the Tunnel Ridge mining complex and the MC Mining complex. The Oil & Gas Royalties has oil & gas mineral interests held by AR Midland and AllDale I & II and includes Alliance Minerals' equity interests in both AllDale III and Cavalier Minerals. The Coal Royalties has included coal mineral reserves and resources owned or leased by Alliance Resource Properties.",3653.0,128430000,128428024
AVAV,True,CS,3412504563.0600004,XNAS,AIRCRAFT,2007-01-23,"AeroVironment, Inc.","AeroVironment Inc operates under a single business segment in which it supplies unmanned aircraft systems, tactical missile systems, high-altitude pseudo-satellites, and other related services to government agencies within the United States Department of Defense as well as the United States allied international governments. The systems can help with security, surveillance, or sensing, and provide eyes in the sky without needing an actual person, or driver in the sky.",1428.0,28220000,28218842
BXMT,True,CS,3407873919.6,XNYS,REAL ESTATE INVESTMENT TRUSTS,1980-12-31,"Blackstone Mortgage Trust, Inc. (NEW)","Blackstone Mortgage Trust Inc is a real estate finance company involved in the origination and purchase of senior loans collateralized by commercial properties in North America, Europe, and Australia. The vast majority of the company's asset portfolio is comprised of floating rate loans secured by priority mortgages. These mortgages are mainly derived from office, hotel, and manufactured housing properties. A percentage of the collateralized real estate properties are located in New York, California, and the United Kingdom. Blackstone Mortgage Trust is managed by a subsidiary of The Blackstone Group and benefits from the market data provided by its parent company. Nearly all of Blackstone Mortgage Trust's revenue is generated in the form of interest income.",29.0,171600000,171594860
AKRO,True,CS,3401371868.16,XNAS,PHARMACEUTICAL PREPARATIONS,2019-06-20,"Akero Therapeutics, Inc. Common Stock","Akero Therapeutics Inc is a clinical-stage biotechnology company focused on developing and commercializing transformative treatments for serious metabolic diseases with high unmet medical needs. Its focus is nonalcoholic steatohepatitis (MASH), or NASH, a disease without any approved therapies. The company's product candidate efruxifermin is an FGF21 analog with properties that have the potential to address the core processes underlying NASH pathogenesis.",63.0,79620000,79620128
TCBI,True,CS,3395297572.8300004,XNAS,STATE COMMERCIAL BANKS,2003-08-13,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares Inc is a secured lender, with the majority of the loans held for investment, excluding mortgage finance loans and other national lines of business. The company's national lines of business provide specialized lending products to businesses throughout the United States. The bank operates in Texas' main metropolitan areas, like Austin, Dallas, Fort Worth, Houston, and San Antonio.",1818.0,46210000,46012977
AVNT,True,CS,3378470259.14,XNYS,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",1999-09-13,Avient Corporation,"Avient Corp manufactures and sells various chemical and plastic-based products to designers and plastic processors. The firm operates in two segments: Color, Additives and Inks, and Specialty Engineered Materials. The company's product portfolio includes concentrated color and ink blends, plastic resins, and various specialized polymer materials used in industries such as food packaging, construction, transportation, cosmetics, and healthcare. The color, additives, & ink segment and the distribution segment together generate a vast majority of revenue. More than half of the total revenue is derived from the United States.",9200.0,91440000,91532654
ASB,True,CS,3377160239.7,XNYS,STATE COMMERCIAL BANKS,1977-12-07,Associated Banc-Corp,"Associated Banc-Corp is a bank holding company. The company through its subsidiaries provides a broad array of banking and nonbanking products and services to individuals and businesses. The company operates in three reportable segments; Corporate and Commercial Specialty; Community, Consumer, and Business; and Risk Management and Shared Services. The majority of its revenue is derived from the Corporate and Commercial Specialty and Community, Consumer, and Business segments.",4100.0,150900000,150900815
